"ID","SCHOOL_YEAR","LEAID","District","STATE","REGION","Primary County FIPS","Primary County Name","Majority White schools","Majority Non-White schools","Equal Mix schools","NA schools","Total Schools","Percent majority White schools","Percent majority non-White schools","Percent equal mix schools","White students","Non-White students","TOTAL STUDENTS","Percent White students","Percent non-White students","DISTSIZE_DESC","Dissimilarity Index","DISNDX_DESC"
3503.00,"2023-2024","0903090","Norwalk School District","Connecticut","Northeast","09190","Western Connecticut Planning Region",1.00,21.00,0.00,0.00,22.00,0.04,0.95,0.00,5090.00,17718.00,22808.00,0.22,0.77,"10,001 - 50,000",23.28,"10 - 25"
3504.00,"2023-2024","0903120","Norwich School District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",0.00,9.00,0.00,0.00,9.00,0.00,1.00,0.00,1638.00,4734.00,6372.00,0.25,0.74,"1,000 - 10,000",11.59,"10 - 25"
3505.00,"2023-2024","0903180","Old Saybrook School District","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1580.00,472.00,2052.00,0.76,0.23,"1,000 - 10,000",5.69,"Less than 10"
3506.00,"2023-2024","0903210","Orange School District","Connecticut","Northeast","09170","South Central Connecticut Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,1858.00,704.00,2562.00,0.72,0.27,"1,000 - 10,000",11.04,"10 - 25"
3507.00,"2023-2024","0903240","Oxford School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2676.00,622.00,3298.00,0.81,0.18,"1,000 - 10,000",2.30,"Less than 10"
3508.00,"2023-2024","0903270","Plainfield School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2916.00,678.00,3594.00,0.81,0.18,"1,000 - 10,000",6.36,"Less than 10"
3509.00,"2023-2024","0903300","Plainville School District","Connecticut","Northeast","09110","Capitol Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2776.00,1686.00,4462.00,0.62,0.37,"1,000 - 10,000",3.57,"Less than 10"
3510.00,"2023-2024","0903330","Plymouth School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,1898.00,634.00,2532.00,0.74,0.25,"1,000 - 10,000",1.36,"Less than 10"
3511.00,"2023-2024","0903360","Pomfret School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,646.00,48.00,694.00,0.93,0.06,"500 - 999",,"NA"
3512.00,"2023-2024","0903390","Portland School District","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,1774.00,672.00,2446.00,0.72,0.27,"1,000 - 10,000",8.38,"Less than 10"
3513.00,"2023-2024","0903420","Preston School District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,718.00,170.00,888.00,0.80,0.19,"500 - 999",1.61,"Less than 10"
3514.00,"2023-2024","0903450","Learn","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",2.00,2.00,0.00,0.00,4.00,0.50,0.50,0.00,966.00,1646.00,2612.00,0.36,0.63,"1,000 - 10,000",28.85,"25.01 - 50"
3515.00,"2023-2024","0903480","Putnam School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1714.00,614.00,2328.00,0.73,0.26,"1,000 - 10,000",3.90,"Less than 10"
3516.00,"2023-2024","0903510","Redding School District","Connecticut","Northeast","09120","Greater Bridgeport Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1372.00,356.00,1728.00,0.79,0.20,"1,000 - 10,000",4.75,"Less than 10"
3517.00,"2023-2024","0903515","Regional School District 06","Connecticut","Northeast","09160","Northwest Hills Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,1496.00,184.00,1680.00,0.89,0.10,"1,000 - 10,000",9.85,"Less than 10"
3518.00,"2023-2024","0903520","Regional School District 10","Connecticut","Northeast","09160","Northwest Hills Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2904.00,1312.00,4216.00,0.68,0.31,"1,000 - 10,000",7.19,"Less than 10"
3519.00,"2023-2024","0903530","Regional School District 12","Connecticut","Northeast","09160","Northwest Hills Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,1336.00,248.00,1584.00,0.84,0.15,"1,000 - 10,000",9.16,"Less than 10"
3520.00,"2023-2024","0903535","Regional School District 13","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2302.00,334.00,2636.00,0.87,0.12,"1,000 - 10,000",9.91,"Less than 10"
3521.00,"2023-2024","0903536","Regional School District 14","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2600.00,544.00,3144.00,0.82,0.17,"1,000 - 10,000",9.32,"Less than 10"
3522.00,"2023-2024","0903537","Regional School District 15","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,5428.00,1386.00,6814.00,0.79,0.20,"1,000 - 10,000",2.97,"Less than 10"
3523.00,"2023-2024","0903538","Regional School District 16","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,3124.00,724.00,3848.00,0.81,0.18,"1,000 - 10,000",10.37,"10 - 25"
3524.00,"2023-2024","0903539","Regional School District 17","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,3144.00,374.00,3518.00,0.89,0.10,"1,000 - 10,000",11.57,"10 - 25"
3525.00,"2023-2024","0903540","Regional School District 18","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2198.00,380.00,2578.00,0.85,0.14,"1,000 - 10,000",8.16,"Less than 10"
3526.00,"2023-2024","0903570","Regional School District 11","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,354.00,56.00,410.00,0.86,0.13,"Less than 500",,"NA"
3527.00,"2023-2024","0903600","Regional School District 01","Connecticut","Northeast","09160","Northwest Hills Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,490.00,126.00,616.00,0.79,0.20,"500 - 999",,"NA"
3528.00,"2023-2024","0903630","Regional School District 04","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1166.00,246.00,1412.00,0.82,0.17,"1,000 - 10,000",6.74,"Less than 10"
3529.00,"2023-2024","0903660","Regional School District 05","Connecticut","Northeast","09170","South Central Connecticut Planning Region",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,2810.00,1340.00,4150.00,0.67,0.32,"1,000 - 10,000",1.52,"Less than 10"
3530.00,"2023-2024","0903720","Regional School District 07","Connecticut","Northeast","09160","Northwest Hills Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1402.00,110.00,1512.00,0.92,0.07,"1,000 - 10,000",1.77,"Less than 10"
3531.00,"2023-2024","0903750","Regional School District 08","Connecticut","Northeast","09110","Capitol Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1946.00,350.00,2296.00,0.84,0.15,"1,000 - 10,000",1.17,"Less than 10"
3532.00,"2023-2024","0903780","Regional School District 09","Connecticut","Northeast","09120","Greater Bridgeport Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1164.00,310.00,1474.00,0.78,0.21,"1,000 - 10,000",,"NA"
3533.00,"2023-2024","0903810","Ridgefield School District","Connecticut","Northeast","09190","Western Connecticut Planning Region",9.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,6918.00,1854.00,8772.00,0.78,0.21,"1,000 - 10,000",7.16,"Less than 10"
3534.00,"2023-2024","0903840","Rocky Hill School District","Connecticut","Northeast","09110","Capitol Planning Region",2.00,3.00,0.00,0.00,5.00,0.40,0.60,0.00,2516.00,2512.00,5028.00,0.50,0.49,"1,000 - 10,000",13.29,"10 - 25"
3535.00,"2023-2024","0903900","Salem School District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,624.00,142.00,766.00,0.81,0.18,"500 - 999",,"NA"
3536.00,"2023-2024","0903930","Salisbury School District","Connecticut","Northeast","09160","Northwest Hills Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,474.00,132.00,606.00,0.78,0.21,"500 - 999",,"NA"
3537.00,"2023-2024","0903960","Scotland School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,186.00,20.00,206.00,0.90,0.09,"Less than 500",,"NA"
3538.00,"2023-2024","0903990","Seymour School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2636.00,1536.00,4172.00,0.63,0.36,"1,000 - 10,000",4.30,"Less than 10"
3539.00,"2023-2024","0904020","Sharon School District","Connecticut","Northeast","09160","Northwest Hills Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,176.00,36.00,212.00,0.83,0.16,"Less than 500",,"NA"
3540.00,"2023-2024","0904050","Shelton School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",6.00,2.00,0.00,0.00,8.00,0.75,0.25,0.00,4984.00,3720.00,8704.00,0.57,0.42,"1,000 - 10,000",6.91,"Less than 10"
3541.00,"2023-2024","0904080","Sherman School District","Connecticut","Northeast","09190","Western Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,404.00,86.00,490.00,0.82,0.17,"Less than 500",,"NA"
3542.00,"2023-2024","0904110","Simsbury School District","Connecticut","Northeast","09110","Capitol Planning Region",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,5790.00,2398.00,8188.00,0.70,0.29,"1,000 - 10,000",8.84,"Less than 10"
3543.00,"2023-2024","0904140","Somers School District","Connecticut","Northeast","09110","Capitol Planning Region",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,2366.00,330.00,2696.00,0.87,0.12,"1,000 - 10,000",1.75,"Less than 10"
3544.00,"2023-2024","0904170","South Windsor School District","Connecticut","Northeast","09110","Capitol Planning Region",2.00,4.00,0.00,0.00,6.00,0.33,0.66,0.00,4460.00,5302.00,9762.00,0.45,0.54,"1,000 - 10,000",10.70,"10 - 25"
3545.00,"2023-2024","0904230","Southington School District","Connecticut","Northeast","09110","Capitol Planning Region",13.00,0.00,0.00,0.00,13.00,1.00,0.00,0.00,8988.00,3092.00,12080.00,0.74,0.25,"10,001 - 50,000",6.31,"Less than 10"
3546.00,"2023-2024","0904260","Sprague School District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,366.00,202.00,568.00,0.64,0.35,"500 - 999",,"NA"
3547.00,"2023-2024","0904290","Stafford School District","Connecticut","Northeast","09110","Capitol Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2246.00,374.00,2620.00,0.85,0.14,"1,000 - 10,000",3.76,"Less than 10"
3548.00,"2023-2024","0904320","Stamford School District","Connecticut","Northeast","09190","Western Connecticut Planning Region",0.00,21.00,0.00,0.00,21.00,0.00,1.00,0.00,8142.00,23280.00,31422.00,0.25,0.74,"10,001 - 50,000",14.32,"10 - 25"
3549.00,"2023-2024","0904350","Sterling School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,502.00,136.00,638.00,0.78,0.21,"500 - 999",,"NA"
3550.00,"2023-2024","0904380","Stonington School District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2878.00,564.00,3442.00,0.83,0.16,"1,000 - 10,000",11.20,"10 - 25"
3551.00,"2023-2024","0904440","Stratford School District","Connecticut","Northeast","09120","Greater Bridgeport Planning Region",0.00,13.00,0.00,0.00,13.00,0.00,1.00,0.00,3396.00,9636.00,13032.00,0.26,0.73,"10,001 - 50,000",16.65,"10 - 25"
3552.00,"2023-2024","0904470","Suffield School District","Connecticut","Northeast","09110","Capitol Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,3292.00,754.00,4046.00,0.81,0.18,"1,000 - 10,000",7.08,"Less than 10"
3553.00,"2023-2024","0904500","Thomaston School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1248.00,272.00,1520.00,0.82,0.17,"1,000 - 10,000",7.20,"Less than 10"
3554.00,"2023-2024","0904530","Thompson School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1508.00,224.00,1732.00,0.87,0.12,"1,000 - 10,000",16.68,"10 - 25"
3555.00,"2023-2024","0904560","Tolland School District","Connecticut","Northeast","09110","Capitol Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,3498.00,866.00,4364.00,0.80,0.19,"1,000 - 10,000",3.22,"Less than 10"
3556.00,"2023-2024","0904590","Torrington School District","Connecticut","Northeast","09160","Northwest Hills Planning Region",1.00,5.00,0.00,0.00,6.00,0.16,0.83,0.00,3428.00,4146.00,7574.00,0.45,0.54,"1,000 - 10,000",5.16,"Less than 10"
3557.00,"2023-2024","0904620","Trumbull School District","Connecticut","Northeast","09120","Greater Bridgeport Planning Region",8.00,1.00,0.00,0.00,9.00,0.88,0.11,0.00,7972.00,5300.00,13272.00,0.60,0.39,"10,001 - 50,000",7.17,"Less than 10"
3558.00,"2023-2024","0904650","Union School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,94.00,8.00,102.00,0.92,0.07,"Less than 500",,"NA"
3559.00,"2023-2024","0904680","Vernon School District","Connecticut","Northeast","09110","Capitol Planning Region",3.00,4.00,0.00,0.00,7.00,0.42,0.57,0.00,3190.00,3160.00,6350.00,0.50,0.49,"1,000 - 10,000",14.49,"10 - 25"
3560.00,"2023-2024","0904710","Voluntown School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,404.00,66.00,470.00,0.85,0.14,"Less than 500",,"NA"
3561.00,"2023-2024","0904740","Wallingford School District","Connecticut","Northeast","09170","South Central Connecticut Planning Region",12.00,0.00,0.00,0.00,12.00,1.00,0.00,0.00,7010.00,3300.00,10310.00,0.67,0.32,"10,001 - 50,000",7.12,"Less than 10"
3562.00,"2023-2024","0904830","Waterbury School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",0.00,29.00,0.00,0.00,29.00,0.00,1.00,0.00,3632.00,30886.00,34518.00,0.10,0.89,"10,001 - 50,000",26.45,"25.01 - 50"
3563.00,"2023-2024","0904860","Waterford School District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,3180.00,1284.00,4464.00,0.71,0.28,"1,000 - 10,000",5.44,"Less than 10"
3564.00,"2023-2024","0904890","Watertown School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,3988.00,1120.00,5108.00,0.78,0.21,"1,000 - 10,000",8.32,"Less than 10"
3565.00,"2023-2024","0904920","West Hartford School District","Connecticut","Northeast","09110","Capitol Planning Region",11.00,5.00,0.00,0.00,16.00,0.68,0.31,0.00,9720.00,8310.00,18030.00,0.53,0.46,"10,001 - 50,000",16.14,"10 - 25"
3566.00,"2023-2024","0904950","West Haven School District","Connecticut","Northeast","09170","South Central Connecticut Planning Region",0.00,9.00,0.00,0.00,9.00,0.00,1.00,0.00,2922.00,8728.00,11650.00,0.25,0.74,"10,001 - 50,000",8.90,"Less than 10"
3567.00,"2023-2024","0904980","Westbrook School District","Connecticut","Northeast","09130","Lower Connecticut River Valley Planning Region",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,828.00,360.00,1188.00,0.69,0.30,"1,000 - 10,000",5.96,"Less than 10"
3568.00,"2023-2024","0905010","Weston School District","Connecticut","Northeast","09190","Western Connecticut Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,3228.00,1078.00,4306.00,0.74,0.25,"1,000 - 10,000",3.32,"Less than 10"
3569.00,"2023-2024","0905040","Westport School District","Connecticut","Northeast","09190","Western Connecticut Planning Region",8.00,0.00,0.00,0.00,8.00,1.00,0.00,0.00,7934.00,2510.00,10444.00,0.75,0.24,"10,001 - 50,000",2.40,"Less than 10"
3570.00,"2023-2024","0905070","Wethersfield School District","Connecticut","Northeast","09110","Capitol Planning Region",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,4508.00,2488.00,6996.00,0.64,0.35,"1,000 - 10,000",6.14,"Less than 10"
3571.00,"2023-2024","0905100","Willington School District","Connecticut","Northeast","09110","Capitol Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,640.00,144.00,784.00,0.81,0.18,"500 - 999",4.58,"Less than 10"
3572.00,"2023-2024","0905130","Wilton School District","Connecticut","Northeast","09190","Western Connecticut Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,5572.00,1934.00,7506.00,0.74,0.25,"1,000 - 10,000",2.44,"Less than 10"
3573.00,"2023-2024","0905160","Winchester School District","Connecticut","Northeast","09160","Northwest Hills Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,930.00,276.00,1206.00,0.77,0.22,"1,000 - 10,000",0.32,"Less than 10"
3574.00,"2023-2024","0905190","Windham School District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",0.00,7.00,0.00,0.00,7.00,0.00,1.00,0.00,1264.00,4528.00,5792.00,0.21,0.78,"1,000 - 10,000",31.04,"25.01 - 50"
3575.00,"2023-2024","0905220","Windsor School District","Connecticut","Northeast","09110","Capitol Planning Region",0.00,6.00,0.00,0.00,6.00,0.00,1.00,0.00,1366.00,5190.00,6556.00,0.20,0.79,"1,000 - 10,000",6.80,"Less than 10"
3576.00,"2023-2024","0905250","Windsor Locks School District","Connecticut","Northeast","09110","Capitol Planning Region",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,1628.00,1220.00,2848.00,0.57,0.42,"1,000 - 10,000",7.20,"Less than 10"
3577.00,"2023-2024","0905280","Wolcott School District","Connecticut","Northeast","09140","Naugatuck Valley Planning Region",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,3056.00,1136.00,4192.00,0.72,0.27,"1,000 - 10,000",5.14,"Less than 10"
3578.00,"2023-2024","0905310","Woodbridge School District","Connecticut","Northeast","09170","South Central Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1140.00,624.00,1764.00,0.64,0.35,"1,000 - 10,000",,"NA"
3579.00,"2023-2024","0905370","Woodstock School District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1342.00,198.00,1540.00,0.87,0.12,"1,000 - 10,000",1.90,"Less than 10"
3580.00,"2023-2024","0905371","Norwich Free Academy District","Connecticut","Northeast","09180","Southeastern Connecticut Planning Region",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1720.00,2282.00,4002.00,0.42,0.57,"1,000 - 10,000",,"NA"
3581.00,"2023-2024","0905372","The Gilbert School District","Connecticut","Northeast","09160","Northwest Hills Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,608.00,286.00,894.00,0.68,0.31,"500 - 999",,"NA"
3582.00,"2023-2024","0905373","The Woodstock Academy District","Connecticut","Northeast","09150","Northeastern Connecticut Planning Region",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1584.00,364.00,1948.00,0.81,0.18,"1,000 - 10,000",,"NA"
3583.00,"2023-2024","1000004","Charter School of Wilmington","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,834.00,1108.00,1942.00,0.42,0.57,"1,000 - 10,000",,"NA"
3584.00,"2023-2024","1000005","Positive Outcomes Charter School","Delaware","South","10001","Kent County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,132.00,112.00,244.00,0.54,0.45,"Less than 500",,"NA"
3585.00,"2023-2024","1000006","East Side Charter School","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,26.00,866.00,892.00,0.02,0.97,"500 - 999",,"NA"
3586.00,"2023-2024","1000007","Campus Community School","Delaware","South","10001","Kent County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,172.00,634.00,806.00,0.21,0.78,"500 - 999",,"NA"
3587.00,"2023-2024","1000010","Edison (Thomas A.) Charter School","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,14.00,1188.00,1202.00,0.01,0.98,"1,000 - 10,000",,"NA"
3588.00,"2023-2024","1000011","Sussex Academy","Delaware","South","10005","Sussex County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1646.00,670.00,2316.00,0.71,0.28,"1,000 - 10,000",,"NA"
3589.00,"2023-2024","1000014","Kuumba Academy Charter School","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,8.00,1190.00,1198.00,6.67779632721202e-03,0.99,"1,000 - 10,000",,"NA"
3590.00,"2023-2024","1000015","Newark Charter School","Delaware","South","10003","New Castle County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3262.00,2832.00,6094.00,0.53,0.46,"1,000 - 10,000",,"NA"
3591.00,"2023-2024","1000016","Delaware Military Academy","Delaware","South","10003","New Castle County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,800.00,334.00,1134.00,0.70,0.29,"1,000 - 10,000",,"NA"
3592.00,"2023-2024","1000017","Academy of Dover Charter School","Delaware","South","10001","Kent County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,118.00,712.00,830.00,0.14,0.85,"500 - 999",,"NA"
3593.00,"2023-2024","1000018","Providence Creek Academy Charter School","Delaware","South","10001","Kent County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,708.00,774.00,1482.00,0.47,0.52,"1,000 - 10,000",,"NA"
3594.00,"2023-2024","1000019","MOT Charter School","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1160.00,1632.00,2792.00,0.41,0.58,"1,000 - 10,000",,"NA"
3595.00,"2023-2024","1000024","Charter School of New Castle","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,38.00,1490.00,1528.00,0.02,0.97,"1,000 - 10,000",,"NA"
3596.00,"2023-2024","1000026","Odyssey Charter School","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1532.00,2852.00,4384.00,0.34,0.65,"1,000 - 10,000",,"NA"
3597.00,"2023-2024","1000050","Las Americas Aspira Academy","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,318.00,2570.00,2888.00,0.11,0.88,"1,000 - 10,000",,"NA"
3598.00,"2023-2024","1000052","Gateway Charter School","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,84.00,298.00,382.00,0.21,0.78,"Less than 500",,"NA"
3599.00,"2023-2024","1000053","Academia Antonia Alonso","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,122.00,1488.00,1610.00,0.07,0.92,"1,000 - 10,000",,"NA"
3600.00,"2023-2024","1000054","First State Montessori Academy","Delaware","South","10003","New Castle County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,902.00,384.00,1286.00,0.70,0.29,"1,000 - 10,000",,"NA"
3601.00,"2023-2024","1000055","Early College High School at Del State","Delaware","South","10001","Kent County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,94.00,972.00,1066.00,0.08,0.91,"1,000 - 10,000",,"NA"
3602.00,"2023-2024","1000057","First State Military Academy","Delaware","South","10001","Kent County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,462.00,370.00,832.00,0.55,0.44,"500 - 999",,"NA"
3603.00,"2023-2024","1000059","Freire Charter School Wilmington","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,50.00,772.00,822.00,0.06,0.93,"500 - 999",,"NA"
3604.00,"2023-2024","1000062","Great Oaks Charter School","Delaware","South","10003","New Castle County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,8.00,282.00,290.00,0.02,0.97,"Less than 500",,"NA"
3605.00,"2023-2024","1000063","Sussex Montessori School","Delaware","South","10005","Sussex County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,436.00,442.00,878.00,0.49,0.50,"500 - 999",,"NA"
3606.00,"2023-2024","1000080","Appoquinimink School District","Delaware","South","10003","New Castle County",4.00,17.00,0.00,0.00,21.00,0.19,0.80,0.00,11534.00,14356.00,25890.00,0.44,0.55,"10,001 - 50,000",10.28,"10 - 25"
3607.00,"2023-2024","1000170","Cape Henlopen School District","Delaware","South","10005","Sussex County",9.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,8646.00,4528.00,13174.00,0.65,0.34,"10,001 - 50,000",9.71,"Less than 10"
3608.00,"2023-2024","1000180","Caesar Rodney School District","Delaware","South","10001","Kent County",7.00,7.00,1.00,0.00,15.00,0.46,0.46,0.06,8016.00,8502.00,16518.00,0.48,0.51,"10,001 - 50,000",10.26,"10 - 25"
3609.00,"2023-2024","1000190","Capital School District","Delaware","South","10001","Kent County",1.00,13.00,0.00,0.00,14.00,0.07,0.92,0.00,2820.00,10274.00,13094.00,0.21,0.78,"10,001 - 50,000",16.36,"10 - 25"
3610.00,"2023-2024","1000200","Christina School District","Delaware","South","10003","New Castle County",0.00,28.00,0.00,0.00,28.00,0.00,1.00,0.00,6350.00,19802.00,26152.00,0.24,0.75,"10,001 - 50,000",20.76,"10 - 25"
3611.00,"2023-2024","1000230","Colonial School District","Delaware","South","10003","New Castle County",1.00,13.00,0.00,1.00,15.00,0.06,0.86,0.00,4440.00,13116.00,17556.00,0.25,0.74,"10,001 - 50,000",13.78,"10 - 25"
3612.00,"2023-2024","1000270","Delmar School District","Delaware","South","10005","Sussex County",2.00,0.00,0.00,1.00,3.00,0.66,0.00,0.00,1680.00,1222.00,2902.00,0.57,0.42,"1,000 - 10,000",2.73,"Less than 10"
3613.00,"2023-2024","1000680","Indian River School District","Delaware","South","10005","Sussex County",8.00,6.00,1.00,0.00,15.00,0.53,0.40,0.06,9916.00,11656.00,21572.00,0.45,0.54,"10,001 - 50,000",29.49,"25.01 - 50"
3614.00,"2023-2024","1000750","POLYTECH School District","Delaware","South","10001","Kent County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1364.00,1086.00,2450.00,0.55,0.44,"1,000 - 10,000",,"NA"
